Identifiant,Code Postal,Localité,Horaires Lundi,Horaires Mardi,Horaires Mercredi,Horaires Jeudi,Horaires Vendredi,Horaires Samedi,Horaires Dimanche,Accès sur rendezvous,Téléphone,Adresse (Structure),Code Officiel Département
671,31300,Toulouse,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,fermé,fermé,oui,33809541919,1 Place du Docteur Joseph Baylac,Occitanie
732,31440,Saint-Béat-Lez,fermé,14:30-18:00,fermé,14:30-18:00,fermé,fermé,fermé,oui,33809541919,319 Avenue Gallieni,Occitanie
1053,48100,Marvejols,fermé,fermé,8h - 12h,8h - 12h,fermé,fermé,fermé,oui,33809541919,Rue du Stade,Occitanie
355,46300,Gourdon,14:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-14:00,fermé,fermé,oui,33809541919,Foyer Daniel ROQUES rue hivernerie,Occitanie
1215,56323,Lorient,fermé,fermé,9h-17h,9h-17h,9h-13h,fermé,fermé,non précisé,33297069794,Rue Roland Morillot,Bretagne
763,91620,Nozay,9h-13h / 14h-18h,9h-13h / 14h-18h,9h-13h / 14h-18h,9h-13h / 14h-18h,9h-13h / 14h-18h,fermé,fermé,oui,01.60.82.56.82,8 chemin belle épine,Île-de-France
781,77300,Fontainebleau,13:00-17:00,13:00-17:00,13:00-17:00,13:00-17:00,13:00-17:00,13:00-17:00,fermé,oui,33177038180,3 Rue Jean Becquerel,Île-de-France
948,,51531,,fermé,13:30-15:30,13:30-15:30,13:30-15:30,fermé,fermé,fermé,https://partners.doctolib.fr/centre-de-sante/mermeze/centre-de-vaccination-covid-19-de-mermeze?speciality_id=5494&enable_cookies_consent=1,4.92017,44
1118,31380,Gragnague,9:00-13:00,9:00-13:00,9:00-13:00,9:00-13:00,9:00-13:00,fermé,fermé,oui,33809541919,3 Place Bellegarde,Occitanie
1138,84500,Bollène,14h - 17h,9h - 12h,9h - 12h,9h - 12h,9h - 12h,fermé,fermé,oui,,2483 Avenue Jean Moulin,Provence-Alpes-Côte d'Azur
827,95880,Enghien-les-Bains,9h-12h,9h-12h,9h-12h,9h-12h,fermé,9h-12h,fermé,oui,130103980,85 Rue du Général de Gaulle,Île-de-France
897,56390,Grand-Champ,9h-12h,14h30-17h30,9h-12h,9h-12h,9h-12h,fermé,fermé,non précisé,33297019956,Boulevard du stade,Bretagne
257,22500,Paimpol,9h30-17h30,9h30-17h30,9h30-17h30,9h30-17h30,9h30-17h30,fermé,fermé,oui,,36 Chemin de Kerpuns,Bretagne
1400,32100,Condom,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,fermé,fermé,oui,33562288115,21 Avenue du Marechal Joffre,Occitanie
1405,24000,Périgueux,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,fermé,oui,,4 Place Francheville,Nouvelle-Aquitaine
1414,79500,Melle,13:00-17:00,13:00-17:00,13:00-17:00,13:00-17:00,13:00-17:00,fermé,fermé,oui,33586880024,3 Rue du Tapis Vert,Nouvelle-Aquitaine
1423,27220,Saint-André-de-l'Eure,,,,,,,,oui,33279461156,6 Rue de Dreux,Normandie
1262,32150,Cazaubon,fermé,fermé,fermé,09:00-12:00/14:00-17:00,fermé,fermé,fermé,oui,33809541919,Place Alban Dulhoste,Occitanie
1037,19340,MONESTIERS-MERLINES,fermé,13:00-16:00,fermé,fermé,fermé,fermé,fermé,oui,+335 55 94 32 07,La celette,Nouvelle-Aquitaine
1205,13127,Vitrolles,9h /17h,9h /17h,9h /17h,9h /17h,9h /17h,fermé,fermé,oui,,Place de Provence,Provence-Alpes-Côte d'Azur
899,56190,Muzillac,14h30-17h30,9h30-12h30 / 14h30-17h30,9h30-12h30 / 14h30-17h30,9h30-12h30 / 14h30-17h30,9h30-12h30 / 14h30-17h30,fermé,fermé,non précisé,33297019956,Avenue du parc,Bretagne
875,54500,VandÅ“uvre-lès-Nancy,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,non précisé,non précisé,oui,33383851300,14 Av Jeanne d'Arc,Grand Est
373,82000,Montauban,8.30/20.00,8.30/20.00,8.30/20.00,8.30/20.00,8.30/20.00,8.30/17.00,8.30/17.00,oui,33809541919,100 Rue Léon Cladel,Occitanie
1076,20220,L'Île-Rousse,8:00-19:00,8:00-19:00,8:00-19:00,8:00-19:00,8:00-19:00,fermé,fermé,oui,33640479414,Immeuble U Sognu,94
982,47600,Nérac,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,fermé,oui,33553697476,80 Allées d'Albret,Nouvelle-Aquitaine
547,9100,Pamiers,12:30-14:00,18:00-19:30,8:00-11:00/12:30-14:00,10:00-14:00,fermé,8:30-12:00,fermé,oui,33809541919,12 Rue Bernard Saisset,Occitanie
540,61200,Argentan,,,,,,,,oui,33279461156,3 Impasse du General Giraud,Normandie
1200,,59051,,,,,,,fermé,fermé,https://partners.doctolib.fr/hopital-public/bassee/ch-la-bassee-vaccination-covid?speciality_id=5494&enable_cookies_consent=1,2.80431,32
596,75010,Paris,8h45-18h45,8h45-18h45,8h45-18h45,8h45-18h45,8h45-18h45,8h45-16h45,fermé,oui,3975,38 Quai de Jemmapes,Île-de-France
410,13005,Marseille,8h-18h,8h-18h,8h-18h,8h-18h,8h-18h,fermé,fermé,oui,,19-21 Boulevard Jean Moulin,Provence-Alpes-Côte d'Azur
440,53100,Mayenne,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,fermé,fermé,oui,33243535300,1 Place de l'Europe,Pays de la Loire
933,51420,Cernay-lès-Reims,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,oui,33326777879,1 Place de la Republique,Grand Est
852,,59449,,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-14:00,fermé,https://partners.doctolib.fr/centre-de-sante/orchies/centre-de-vaccination-covid-19-orchies?speciality_id=5494&enable_cookies_consent=1,3.24249,32
705,37360,Neuillé-Pont-Pierre,9h-17h,9h-17h,9h-17h,9h-17h,,,fermé,oui,33805021400,Les Nongrenières - Route Départementale 766,Centre-Val de Loire
988,34600,Bédarieux,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-12:00,fermé,oui,33809541919,4 Route de Saint Pons,Occitanie
359,48140,Le Malzieu-Ville,8:00-10:00,fermé,fermé,10:00-12:00,10:00-12:00,fermé,fermé,oui,33809541919,Route de saugues,Occitanie
376,60240,Chaumont-en-Vexin,fermé,09:00-12:00,fermé,09:00-12:00,09:30-12:00,fermé,fermé,oui,03 92 04 34 71,34 Rue Pierre Budin,Hauts-de-France
477,92200,Neuilly-sur-Seine,ouvert,ouvert,ouvert,ouvert,ouvert,ouvert,fermé,non précisé,800092200,70 Avenue du Roule,Île-de-France
446,53200,ChÃ¢teau-Gontier-sur-Mayenne,8h-20h,8h-20h,8h-20h,8h-20h,8h-20h,fermé,fermé,oui,33243535300,28 Rue des Martyrs de la Resistance,Pays de la Loire
565,70400,Héricourt,13:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-12:00,fermé,oui,33384756475,5 Rue Martin Niemoller,Bourgogne-Franche-Comté
1002,36300,Le Blanc,8h00-12h00/13h00-17h00,13h00-17h00,13h00-17h00,13h00-17h00,13h00-17h00,fermé,fermé,oui,33805021400,Place de la Libération,Centre-Val de Loire
146,33120,Arcachon,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-12:30,fermé,oui,33557529880,10 Avenue du Parc,Nouvelle-Aquitaine
447,84120,Pertuis,14h - 18h,14h - 18h,14h - 18h,14h - 18h,14h - 18h,10h - 12h,fermé,oui,33972502700,168 Rue Résini,Provence-Alpes-Côte d'Azur
572,34170,Castelnau-le-Lez,9:00-12:00/ 14:00-17:00,9:00-12:00/ 14:00-17:00,9:00-12:00/ 14:00-17:00,9:00-12:00/ 14:00-17:00,9:00-12:00/ 14:00-17:00,fermé,fermé,oui,33809541919,50 Rue Emile Combes,Occitanie
517,34400,Lunel,fermé,12:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,fermé,oui,33809541919,141 Place de la Republique,Occitanie
1335,54400,Cosnes-et-Romain,non renseigné,non renseigné,non renseigné,non renseigné,non renseigné,non renseigné,non renseigné,non précisé,33383851300,189 Rue de Lorraine,Grand Est
1140,26240,Saint-Vallier,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00/14:00-18:00,fermé,oui,33475683787,1 Rue de Hopital,Auvergne-Rhône-Alpes
89,54000,Nancy,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,non précisé,non précisé,oui,33383851300,1 Rue Joseph Cugnot,Grand Est
1300,1170,Gex,08:00-12:00/14:00-18:00,08:00-12:00/14:00-18:00,08:00-12:00/14:00-18:00,08:00-12:00/14:00-18:00,08:00-12:00/14:00-18:00,fermé,fermé,oui,33485292109,160 Rue Marc Panissod,Auvergne-Rhône-Alpes
1287,55200,Commercy,A préciser,A préciser,A préciser,A préciser,A préciser,A préciser,fermé,oui,33372850117,Rue de la Pocherie,Grand Est
1184,,62498,,,,,,,fermé,fermé,,2.84361,32
769,19100,Brive-la-Gaillarde,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10: 00-16: 00,10:00-16:00,10:00-16:00,oui,33800190019,4 Avenue Jacques et Bernadette Chirac,Nouvelle-Aquitaine
896,35760,Saint-Grégoire,fermé,9h00-17h00,9h00-17h00,9h00-17h00,9h00-17h00,9h00-17h00,fermé,non précisé,33805690821,1 h Espace Performance,Bretagne
782,31620,Fronton,14:00-18:00 - partir du 25/01,8:00-12:00 (19/01 uniquement) / 14:00-18:00,8:00-12:00 (19/01 uniquement) / 14:00-18:00,14:00-18:00 - partir du 25/01,14:00-18:00 - partir du 25/01,fermé,fermé,oui,33809541919,Esplanade de Marcorelle,Occitanie
849,59169,Férin,07:30-12:30/13:30-18:30,07:30-12:30/13:30-18:30,07:30-12:30/13:30-18:30,07:30-12:30/13:30-18:30,07:30-12:30/13:30-18:30,07:30-12:30,fermé,oui,33392043471,3 Rue de Bapaume,Hauts-de-France
1455,95600,Eaubonne,8h30 16h,8h30 16h,8h30 16h,8h30 16h,8h30 16h,fermé,fermé,oui,33134066688,14 Rue de Saint Prix,Île-de-France
1457,94200,Ivry-sur-Seine,13h30-16h30,fermé,13h30-16h30,13h30-16h30,13h30-16h30,fermé,fermé,oui,33800085176,7 Avenue de la République,Île-de-France
951,16270,Terres-de-Haute-Charente,14:00-18:00,fermé,14:00-18:00,09:00-12:00/14:00-18:00,09:00-12:00/14:00-18:00,09:00-13:00/14:00-18:00,fermé,oui,33545712054,24 Rue de l'Hermitage,Nouvelle-Aquitaine
1517,84000,Avignon,13-17h,9h-17h,9h-17h,14-17h,fermé,fermé,fermé,oui,,8 Avenue du Roi Soleil,Provence-Alpes-Côte d'Azur
372,81100,Castres,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,fermé,oui,33809541919,141 Chemin de Saint Hippolyte,Occitanie
811,44110,ChÃ¢teaubriant,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,fermé,fermé,oui,33806000344,1 Rue Brient 1er,Pays de la Loire
893,22300,Lannion,9h00-13h00 / 13h30-17h30,9h00-13h00 / 13h30-17h30,9h00-13h00 / 13h30-17h30,9h00-13h00 / 13h30-17h30,9h00-13h00 / 13h30-17h30,9h00-13h00,fermé,non précisé,33257180060,Place des Patriotes,Bretagne
1255,54000,Nancy,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,non renseigné,non renseigné,non précisé,33383851300,Rue Lionnois,Grand Est
134,7000,Privas,,,,,,,,non,33475667799,2 avenue Pasteur,Auvergne-Rhône-Alpes
1267,97400,Saint-Denis,de 14h - 18h,de 8h - 12h et de 14h - 18h,de 8h - 12h et de 14h - 18h,de 8h - 12h et de 14h - 18h,de 8h - 12h et de 14h - 18h,de 8h - 12h et de 14h - 18h,fermé,oui,262262720404,oui,
1413,79400,Saint-Maixent-l'Ecole,13:00-17:00,13:00-17:00,13:00-17:00,13:00-17:00,13:00-17:00,fermé,fermé,oui,33549169977,7 Rue du Colonel Proust Chaumette,Nouvelle-Aquitaine
1250,68700,Cernay,non précisé,non précisé,non précisé,non précisé,non précisé,non précisé,non précisé,oui,33970818161,32 Rue Georges Risler,Grand Est
1243,53500,Ernée,13h30-17h30,13h30-17h30,13h30-17h30,13h30-17h30,13h30-17h30,fermé,fermé,oui,33243535300,Rue des Mirettes,Pays de la Loire
585,75005,Paris,9h-18h,9h-18h,9h-18h,9h-18h,9h-18h,9h-18h,fermé,oui,3975,19 bis Place du Panthéon,Île-de-France
444,44600,Saint-Nazaire,8h-20h,8h-20h,8h-20h,8h-20h,8h-20h,8h-20h,fermé,oui,33806000344,16 Rue Charles Coulomb,Pays de la Loire
119,24000,Périgueux,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,fermé,fermé,oui,33553453133,14 Rue Victoria,Nouvelle-Aquitaine
861,77310,Saint-Fargeau-Ponthierry,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,fermé,oui,33625405522,185 Avenue de Fontainebleau,Île-de-France
1177,57600,Forbach,9:00-13:00/14:00-17:00,9:00-13:00/14:00-17:00,9:00-13:00/14:00-17:00,9:00-13:00/14:00-17:00,9:00-13:00/14:00-17:00,fermé,fermé,oui,33387888110,2 Rue Thérèse,Grand Est
1006,,10033,,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,fermé,fermé,https://partners.doctolib.fr/maison-de-sante/bar-sur-aube/centre-de-vaccination-msp-bar-sur-aube?speciality_id=5494&enable_cookies_consent=1,4.70225,44
442,9320,Massat,fermé,fermé,fermé,14:00-16:00,fermé,fermé,fermé,oui,33809541919,Avenue de l'Europe,Occitanie
628,71160,Digoin,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,fermé,oui,33385218399,place de la république,Bourgogne-Franche-Comté
756,91160,Longjumeau,9h-13h / 15h-17h,fermé,9h-13h / 15h-17h,fermé,9h-13h / 15h-17h,fermé,fermé,oui,169741916,5 Rue Daniel Mayer,Île-de-France
922,17400,Saint-Jean-d'Angély,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,fermé,fermé,oui,33546951111,18 Avenue du Port,Nouvelle-Aquitaine
25,28630,Le Coudray,9h-13h/14h-17h,9h-13h/14h-17h,9h-13h/14h-17h,9h-13h/14h-17h,f9h-13h/14h-17h,9h-13h/14h-17h,fermé,oui,33805021400,4 Rue Claude Bernard,Centre-Val de Loire
362,65200,Bagnères-de-Bigorre,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,fermé,fermé,oui,33809541919,Halle aux grains - Place Eugène Toujas,Occitanie
387,23300,La Souterraine,fermé,08:00-10:00/14:00-17:00,14:00-17:00,14:00-17:00,8:00-18:00,8:00-12:00,fermé,oui,33555895994,12 Rue Pasteur,Nouvelle-Aquitaine
374,82800,Nègrepelisse,9:00-13:00-14:00-18:00,9:00-13:00-14:00-18:00,9:00-13:00-14:00-18:00,9:00-13:00-14:00-18:00,9:00-13:00-14:00-18:00,9:00-13:00,Non précisé - ce jour,oui,33809541919,31 Rue de Turenne,Occitanie
941,6500,Menton,14h30 - 17h30,14h30 - 17h30,14h30 - 17h30,14h30 - 17h30,14h30 - 17h30,fermé,fermé,oui,33489815204,8 Promenade de la Mer,Provence-Alpes-Côte d'Azur
863,6600,Antibes,9h 19h,9h 19h,9h 19h,9h 19h,9h 19h,9h 19h,fermé,oui,33492913579,228 Chemin de Saint Claude,Provence-Alpes-Côte d'Azur
946,16140,Aigre,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,fermé,fermé,oui,33516095170,1 b Rue du Pensionnat Laroque,Nouvelle-Aquitaine
921,17200,Royan,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,fermé,fermé,oui,33546396439,222 Avenue de Rochefort,Nouvelle-Aquitaine
935,67130,Schirmeck,9:00-12:30/13:00-17:00,9:00-12:30/13:00-17:00,9:00-12:30/13:00-17:00,9:00-12:30/16:00-20:00,9:00-12:30/16:00-20:00,9:00-12:30/13:00-17:00,9:00-12:30/13:00-17:00,oui,33970818161,10 Rue des Forges,Grand Est
1352,68160,Sainte-Marie-aux-Mines,fermé,13:30-17:30,13:30-17:30,13:30-17:30,13:30-17:30,fermé,fermé,oui,33970818161,5 Rue Kroeber Imlin,Grand Est
235,74370,Epagny Metz-Tessy,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-12:00,Fermé,oui,33456497427,1 avenue de l'hôpital,Auvergne-Rhône-Alpes
1444,39160,Saint-Amour,fermé,fermé,fermé,fermé,fermé,fermé,fermé,oui,33384868600,15 Rue Sainte - Marie,Bourgogne-Franche-Comté
254,22300,Lannion,9h45-12h30,9h45-12h30,9h-12h30 / 13h30-17h30,9h-12h30 / 13h30-17h30,9h-12h30 / 13h30-17h30,fermé,fermé,oui,,21 Rue de Trorozec,Bretagne
904,56320,Le FaouÃ«t,8h30-12h30 / 13h30-17h30,8h30-12h30 / 13h30-17h30,8h30-12h30 / 13h30-17h30,8h30-12h30 / 13h30-17h30,8h30-12h30 / 13h30-17h30,fermé,fermé,non précisé,33297069794,104 Rue de Saint Fiacre,Bretagne
568,93200,Saint-Denis,13h30-17h30,13h30-17h30,13h30-17h30,13h30-17h30,13h30-17h30,fermé,fermé,oui,33149336677,2 Avenue du Colonel Fabien,Île-de-France
1288,31480,Cadours,fermé,9:00-13:00 / 14:00-18:00,fermé,09:00-13:00 ou 14:00-18:00,8:00-12:00 ou 14:00-18:00,fermé,fermé,oui,809541919,6 Rue des Anciens Combattants,Occitanie
1434,34000,Montpellier,19:00-22h00,19:00-22h00,19:00-22h00,19:00-22h00,19:00-22h00,9:00-20:00,9:00-20:00,oui,33430969545,371 rue du Doyen Gaston Giraud,Occitanie
1101,80700,Roye,fermé,fermé,09:00-17:00,fermé,09:00-13:00,fermé,fermé,oui,33392043471,2 Rue Docteur Alexandre Remond,Hauts-de-France
1436,,80410,,,,,,,fermé,fermé,https://partners.doctolib.fr/hopital-public/saint-quentin/centre-hospitalier-ch-de-saint-quentin?pid=practice-45549&enable_cookies_consent=1,3.0725,32
1453,24510,Val de Louyre et Caudeau,14h-18h,14h-18h,14h-18h,14h-18h,14h-18h,fermé,fermé,oui,33757080643,Rue des Remparts,Nouvelle-Aquitaine
1500,97600,Mamoudzou,7h00-15h00,7h00-15h00,7h00-15h00,7h00-15h00,7h00-15h00,fermé,fermé,non précisé,,Rue Mariaze,Mayotte
929,29800,Landerneau,fermé,fermé,fermé,fermé,fermé,fermé,fermé,non précisé,33257180061,Rue du Calvaire,Bretagne
727,49300,Cholet,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,fermé,oui,33244092533,44 Avenue Anatole Manceau,Pays de la Loire
889,22600,Loudéac,9h30-12h30 / 13h30-17h30,9h30-12h30 / 13h30-17h30,9h30-12h30 / 13h30-17h30,9h30-12h30 / 13h30-17h30,9h30-12h30 / 13h30-17h30,9h30-13h30,fermé,non précisé,33257180060,34 Rue de Moncontour,Bretagne
408,97290,Le Marin,09h - 13h puis 14h - 18h,09h - 13h puis 14h - 18h,09h - 13h puis 14h - 18h,09h - 13h puis 14h - 18h,09h - 13h puis 14h - 18h,08h - 12h,fermé,oui,33596425560,Rez-de-chaussée â€“ Bat A1 - Boulevard Allègre,Martinique
743,74300,Cluses,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,oui,33450966900,35 Bd du Chevran,Auvergne-Rhône-Alpes
1098,80150,Crécy-en-Ponthieu,,08:00-12:00/14:00-17:00,08:00-12:00/14:00-17:00,08:00-12:00/14:00-17:00,,,fermé,non précisé,33392043471,42 Route de Rue,Hauts-de-France
137,15000,Aurillac,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,oui,33471464680,50 Avenue de la République,Auvergne-Rhône-Alpes
918,29290,Saint-Renan,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,fermé,fermé,non précisé,33257180061,1 Place Leon Cheminant,Bretagne
1305,13015,Marseille,9H-16H,9H-16H,9H-16H,9H-16H,9H-16H,9H-16H,fermé,oui,3013,246 Rue de Lyon - Parc BILLOUX,Provence-Alpes-Côte d'Azur
1329,36700,ChÃ¢tillon-sur-Indre,fermé,fermé,fermé,fermé,fermé,fermé,fermé,non précisé,,rue jean LurÃ§at,Centre-Val de Loire
1203,32600,L'Isle-Jourdain,fermé,fermé,fermé,fermé,09:00-12:00/14:00-17:00,fermé,fermé,oui,33809541919,5 Rue Refractaires et Maquisards,Occitanie
1239,79200,Parthenay,fermé,13:30-17:30,09:00-12:00/13:30-17:30,13:30-17:30,13:30-17:30,fermé,fermé,oui,,13 c Rue de Brossard,Nouvelle-Aquitaine
1277,29120,Pont-l'Abbé,8h-12h / 13h-17h,8h-12h / 13h-17h,8h-12h / 13h-17h,8h-12h / 13h-17h,8h-12h / 13h-17h,8h-12h / 13h-17h,fermé,non précisé,33257180061,Rue Mstislav Rostropovitch,Bretagne
528,8200,Sedan,13:00-19:00,fermé,8:00-19:00,fermé,8:00-19:00,8:00-12:30 uniquement le 16 janvier,fermé,oui,33972760250,2 Avenue du Général Margueritte,Grand Est
1361,18130,Dun-sur-Auron,fermé,fermé,fermé,fermé,fermé,fermé,fermé,non précisé,,13 Place du Champ de Foire,Centre-Val de Loire
1377,97100,Basse-Terre,oui,fermé,08:00-12:00,fermé,08:00-12:00,08:00-12:00,fermé,fermé,,-61.7251,1
220,87000,Limoges,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,fermé,oui,33555087520,18 Rue Général Catroux,Nouvelle-Aquitaine
392,89000,Auxerre,08:30-12:30/14:00-18:00,08:30-12:30/14:00-18:00,08:30-12:30/14:00-18:00,08:30-12:30/14:00-18:00,08:30-12:30/14:00-18:00,fermé,fermé,oui,33386486588,2 Boulevard de Verdun,Bourgogne-Franche-Comté
139,12000,Rodez,09:00-12:30/13:00-16:30,09:00-12:30/13:00-16:30,09:00-12:30/13:00-16:30,09:00-12:30/13:00-16:30,09:00-12:30/13:00-16:30,fermé,fermé,oui,33809541919,8 Avenue de l'Hopital,Occitanie
267,59000,Lille,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,,,oui,33970301706,44 Avenue Marx Dormoy,Hauts-de-France
1007,44150,Ancenis-Saint-Géréon,15h-19h,9h30-17h,9h30-17h,9h30-17h,9h30-17h,fermé,fermé,oui,33806000344,Boulevard de Kirkham,Pays de la Loire
98,50400,Granville,,,,,,,,oui,33279461156,849 Rue des Menneries,Normandie
931,17700,Surgères,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,fermé,fermé,oui,33546070684,18 Impasse du Castel Park,Nouvelle-Aquitaine
586,58170,Luzy,13:30-17:30,13:30-17:30,13:30-17:30,13:30-17:30,13:30-17:30,fermé,fermé,oui,33386300234,13 Rue des Remparts,Bourgogne-Franche-Comté
584,4400,Barcelonnette,14h-17h,9h-12h, 14h-17h,9h-12h, 14h-17h,9h-12h, 14h-17h,9h-12h,oui,,6.65172
686,28200,ChÃ¢teaudun,9h-13h/14h-18h,9h-13h/14h-18h,9h-13h/14h-18h,9h-13h/14h-18h,9h-13h/14h-18h,9h-13h/14h-18h,9h-13h/14h-18h,oui,33805021400,Impasse des Cordeliers,Centre-Val de Loire
833,83300,Draguignan,9h/17h,9h/17h,9h/17h,9h/17h,9h/17h,fermé,fermé,oui,33483083085,Place de la Paix,Provence-Alpes-Côte d'Azur
906,44210,Pornic,8h30-12h-30 / 14h00-18h00,8h30-12h-30 / 14h00-18h00,8h30-12h-30 / 14h00-18h00,8h30-12h-30 / 14h00-18h00,8h30-12h-30 / 14h00-18h00,8h30-12h-30 / 14h00-18h00,fermé,oui,33806000344,Rue du Colonel Bezier,Pays de la Loire
1121,36230,Neuvy-Saint-Sépulchre,9h-13h/14h30-18h30,9h-13h/14h30-18h30,9h-13h/14h30-18h30,9h-13h/14h30-18h30,9h-13h/14h30-18h30,fermé,fermé,oui,33805021400,1 Place Henri de Latouche,Centre-Val de Loire
715,69250,Neuville-sur-Saône,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,fermé,fermé,non précisé,33423101010,53 53 Chemin de Parenty,Auvergne-Rhône-Alpes
1167,82400,Valence,fermé,fermé,fermé,fermé,fermé,fermé,fermé,oui,33809541919,halle jean Baylet Avenue Jean Baylet,Occitanie
660,15000,Aurillac,08:30-12:30/13:00-18:00,08:30-12:30/13:00-18:00,08:30-12:30/13:00-18:00,08:30-12:30/13:00-18:00,08:30-12:30/13:00-18:00,08:30-12:30,,oui,33471454360,83 Avenue Charles de Gaulle,Auvergne-Rhône-Alpes
1170,91590,Cerny,9h - 17h,9h - 17h,9h - 17h,9h - 17h,9h - 17h,9h - 17h,fermé,oui,01 69 36 44 13,24 Rue René Damiot,Île-de-France
588,75007,Paris,14h30-17h,10h-15h,10h-15h,10h-15h,10h-15h,fermé,fermé,oui,3975,4 Rue Amélie,Île-de-France
468,8300,Rethel,fermé,13h00-17h30,fermé,13h00-17h30,fermé,fermé,fermé,non précisé,33972760250,1 Place Hourtoule,Grand Est
719,26100,Romans-sur-Isère,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,fermé,oui,33475792500,47 Place Jules Nadi - Salle des cordeliers,Auvergne-Rhône-Alpes
1242,53170,Meslay-du-Maine,14h-18h,14h-18h,14h-18h,14h-18h,14h-18h,fermé,fermé,oui,33243535300,16 Place de la Poste,Pays de la Loire
960,74130,Bonneville,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,fermé,fermé,oui,33450073249,42 Avenue de la Gare,Auvergne-Rhône-Alpes
1437,2600,Villers-Cotterêts,,,,,,fermé,fermé,non précisé,,2 Rue d'Artagnan,Hauts-de-France
1402,38270,Beaurepaire,13:00-16:00,13:00-16:00,13:00-16:00,13:00-16:00,13:00-16:00,fermé,fermé,oui,,41 Avenue Louis - Michel Villaz,Auvergne-Rhône-Alpes
1471,77120,Coulommiers,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,fermé,fermé,oui,,4 Rue Gabriel Péri,Île-de-France
454,56920,Noyal-Pontivy,13h-20h,13h-20h,13h-20h,13h-20h,13h-20h,13-16h30,fermé,non précisé,33297790288,746 Kerio,Bretagne
354,46100,Figeac,9:00-13:00/14:00-17:00,9:00-13:00/14:00-17:00,9:00-13:00/14:00-17:00,9:00-13:00/14:00-17:00,9:00-13:00/14:00-17:00,fermé,fermé,oui,33809541919,Stade du Calvaire 7 rue du stade,Occitanie
